Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Face,"Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086268/face,3.0,-1,Boulder,V2,1,15,37.74486,-119.59996
"Sweet As","Sweet As Boulder > Garden Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121952597/sweet-as,3.0,-1,Boulder,V2-3,1,,37.73522,-119.61018
"Grease Foot","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086513/grease-foot,3.0,-1,Boulder,V3,1,15,37.74486,-119.59996
Turtle,"Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086313/turtle,3.0,-1,Boulder,V6,1,15,37.74486,-119.59996
"Miss Laid","Cedar Boulder > Lost Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121440086/miss-laid,3.0,-1,Boulder,"V2 R",1,,37.72281,-119.61532
Snowman,"Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086385/snowman,3.0,-1,Boulder,"V4 PG13",1,25,37.74486,-119.59996
Sunrise,"Sunrise Boulder > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/122676088/sunrise,3.0,-1,Boulder,V2,1,,37.82769,-119.47205
"Devil's Right Cheek","Scorched Boulder > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/113976486/devils-right-cheek,3.0,-1,Boulder,V3,1,15,37.54609,-119.62602
"Friction Face 3","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086365/friction-face-3,3.0,-1,Boulder,"V2 R",1,25,37.74486,-119.59996
"Power Failure","Powerline Rock > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112905230/power-failure,3.0,-1,Boulder,V3+,1,10,37.548,-119.64602
Unnamed,"TKO Boulder > Yosemite Creek > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/114782918/unnamed,3.0,-1,Boulder,V3-4,1,,37.85916,-119.56823
"Crystal Direct","The Castle > The Crystals > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075796/crystal-direct,3.0,-1,Boulder,V3,1,,37.73861,-119.60734
"Intruders Welcome","The Castle > The Crystals > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075836/intruders-welcome,3.0,-1,Boulder,V4,1,,37.73861,-119.60734
"Lost in Conness-templation","Orienteer's Boulder > White Mountain West Side Boulder Field > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/111993815/lost-in-conness-templation,3.0,-1,"Boulder, Alpine",V0+,1,15,37.94801,-119.32109
"Shuttle Face","LeConte Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122850512/shuttle-face,3.0,-1,Boulder,V2,1,20,37.73969,-119.57922
"Barrel of Laughs","Barrel of Laughs Boulder > Bridalveil Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107598398/barrel-of-laughs,3.0,-1,Boulder,"V6 PG13",1,15,37.71527,-119.65009
"Small Horses","Tamarack > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/122994879/small-horses,3.0,-1,Boulder,V2-3,1,10,37.78253,-119.74571
"Unnamed V4","3rd Boulder > Kitty Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/123023652/unnamed-v4,3.0,-1,Boulder,V4,1,12,37.87259,-119.34707
"Bivy Arete","Finger Crack Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123376259/bivy-arete,3.0,-1,Boulder,V1,1,12,37.74247,-119.60547
"Blue Scorpion","Blue Scorpion Boulders > Highway 41 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123516045/blue-scorpion,3.0,-1,Boulder,V2,1,14,37.70421,-119.71316
"Three Horses","Three Horses Boulder > Candyland Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123275275/three-horses,3.0,-1,Boulder,V4,1,10,37.72444,-119.61725
Aphrodite,"Aphrodite Boulder > HWY 140 > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123456028/aphrodite,3.0,-1,Boulder,V5,1,20,37.71907,-119.71723
Unnamed,"Zorro Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/116842131/unnamed,2.1,-1,Boulder,V0,1,13,37.73744,-119.57605
"Hug a Rock","Kauk Slab > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112087780/hug-a-rock,2.5,-1,Boulder,V0,1,,37.74303,-119.6032
Unnamed,"Angler Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119643112/unnamed,2.3,-1,Boulder,V2,1,12,37.73647,-119.57372
Doorknocker,"Lower Little Boulder > Sentinel Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120992394/doorknocker,2.7,-1,Boulder,V0,1,12,37.73388,-119.60179
"Manual Labor","Manual Labor Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106049472/manual-labor,2.8,-1,Boulder,V0+,1,150,37.74285,-119.604
"The Gallery, Left","J.B.'s Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117539726/the-gallery-left,2.8,-1,Boulder,V4-5,1,,37.8742,-119.3456
"4x4 stand","4x4 Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118783594/4x4-stand,2.8,-1,Boulder,V4,1,10,37.74821,-119.57789
"Marco's Edge","Pathway Boulders > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119075130/marcos-edge,2.8,-1,Boulder,V0+,1,10,37.74048,-119.58002
"Cabin Fever","Oldsquaw Boulder > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112419802/cabin-fever,2.8,-1,Boulder,V3,1,12,37.54592,-119.62676
"The Jet","Cherry Lake > Yosemite National Park > California",https://www.mountainproject.com/route/111004304/the-jet,2.8,-1,Boulder,V-easy,1,9,37.98547,-119.91681
"West Slab","The Housekeeping Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110753680/west-slab,2.8,-1,Boulder,V1,1,15,37.74049,-119.58002
"Wood Deliverer","Campground Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117669547/wood-deliverer,2.6,-1,Boulder,V3,1,,37.869,-119.36571
"The Shrink","The Shrink Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107360630/the-shrink,2.6,-1,Boulder,V3,1,10,37.74246,-119.60309
Unnamed,"Joe's Garage Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111328333/unnamed,2.6,-1,Boulder,V0,1,,37.73663,-119.57219
"Smile for the Green Dragon","Blonde Ambition Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111497044/smile-for-the-green-dragon,2.5,-1,Boulder,V5-,1,10,37.7475,-119.57435
"Southeast Face","The Cube > Tenaya East Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107809604/southeast-face,2.4,-1,Boulder,V1+,1,,37.84011,-119.45082
"Hobo Roof","Hobo Roof Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121880083/hobo-roof,2.6,-1,Boulder,V6,1,14,37.74309,-119.60344
"Black Matter","Black Matter Boulder > Big Lebowski Area > Tenaya Lake Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/113669488/black-matter,2.3,-1,Boulder,V5,1,10,37.83278,-119.44968
"People Pleaser","Pathway Boulders > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117733361/people-pleaser,2.7,-1,Boulder,V0,1,10,37.74048,-119.58002
"Moss Monkey","Goodrich Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121421131/moss-monkey,2.8,-1,Boulder,V4-,1,10,37.74216,-119.60435
"Fine Building Face","Flapping Shoe Boulders > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121499291/fine-building-face,2.7,-1,Boulder,V3,1,,37.73659,-119.57212
4x4,"4x4 Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109828551/4x4,2.7,-1,Boulder,V8,1,10,37.74821,-119.57789
"Doctor, Doctor","MSG Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117555217/doctor-doctor,2.7,-1,Boulder,V3,1,,37.72376,-119.64498
"Throw Me A Rose","Matador Boulder > Tenaya Hillside > Tenaya Lake Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119125654/throw-me-a-rose,2.7,-1,Boulder,V4,1,,37.83184,-119.45037
"Feathered Friend","Oldsquaw Boulder > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112908822/feathered-friend,2.7,-1,Boulder,V2+,1,12,37.54592,-119.62676
Bingo,"Yeah! Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121314320/bingo,2.7,-1,Boulder,V0,1,12,37.71824,-119.62817
"The Rebirthing","The Cove Area > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075502/the-rebirthing,2.7,-1,Boulder,V3,1,,37.74307,-119.60276
"So Low - Left","So Low Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/121135829/so-low-left,2.7,-1,Boulder,V2,1,8,37.85229,-119.44104
Unnamed,"Angler Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108170714/unnamed,2.1,-1,Boulder,V0,1,10,37.73647,-119.57372
"Leaf Eater","Sloth Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106951536/leaf-eater,2.2,-1,Boulder,V1,1,,37.74462,-119.60057
"Jam Boulder","Jam Boulder > Manure Pile Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108192318/jam-boulder,2.5,-1,Boulder,V0,1,8,37.72936,-119.61988
"Parkay Squeeze","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105892247/parkay-squeeze,2.4,-1,"Trad, Boulder","5.5 V-easy",1,,37.74908,-119.58015
Bi-Focal,"Bogart Boulder > Cathedral Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/116239133/bi-focal,2.4,-1,Boulder,V0,1,10,37.7191,-119.62835
"Blonde Ambition","Blonde Ambition Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111497064/blonde-ambition,2.4,-1,Boulder,V6-,1,10,37.7475,-119.57435
Critterfish,"Crossroads Boulder > Bridalveil Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108573576/critterfish,2.4,-1,Boulder,V0,1,12,37.71699,-119.65233
"Ducktail Mantel","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438769/ducktail-mantel,2.4,-1,Boulder,V0-,1,,37.7441,-119.60068
Chokin',"Chokin' Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108878876/chokin,2.4,-1,Boulder,V5,1,14,37.7475,-119.57397
"All Start Movie Mantel","Little Columbia Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075715/all-start-movie-mantel,1.9,-1,Boulder,V1,1,,37.74166,-119.60372
"Unnamed face corner","Blue Suede Shoes Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121420508/unnamed-face-corner,2.5,-1,Boulder,V1,1,12,37.7431,-119.60304
"Problem G","Wave Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694808/problem-g,2.5,-1,Boulder,V2+,1,10,37.8743,-119.3454
"Problem E","Wave Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694796/problem-e,2.5,-1,Boulder,V-easy,1,8,37.8743,-119.3454
Hydroponics,"7th Boulder > Drug Dome Trees > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119056922/hydroponics,2.4,-1,Boulder,V5,1,,37.86562,-119.42034
"Unnamed Face","Shiver Warmup Boulders > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120096316/unnamed-face,2.4,-1,Boulder,V2,1,10,37.74267,-119.60377
"The Zschiesche Problem","The Glass Pyramid > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075279/the-zschiesche-problem,2.1,-1,Boulder,V3,1,,37.7426,-119.60284
"Problem E","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694698/problem-e,2.3,-1,Boulder,V2,1,10,37.87423,-119.34576
"Unnamed Arete","Torque Spanner Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121124596/unnamed-arete,2.5,-1,Boulder,V-easy,1,8,37.74315,-119.6032
"Unnamed Overhang","Angler Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120765068/unnamed-overhang,2.5,-1,Boulder,V6,1,,37.73647,-119.57372
"Higgins Problem","Higgins Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121946795/higgins-problem,2.5,-1,Boulder,V3,1,,37.74271,-119.60357
"The Ramp","The Housekeeping Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119080591/the-ramp,2.5,-1,Boulder,V0,1,15,37.74049,-119.58002
"Indian Rockers","Blue Suede Shoes Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075730/indian-rockers,2.5,-1,Boulder,V7,1,,37.7431,-119.60304
"Built to Destroy","MSG Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117555202/built-to-destroy,2.5,-1,Boulder,V4,1,,37.72376,-119.64498
"Fist Over Hand","Just a taste > Bridalveil Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114082437/fist-over-hand,2.5,-1,"Trad, Boulder","5.10- V2-3",1,14,37.7175,-119.64765
"Rock Bottom (AKA the MSG Traverse)","MSG Boulder > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117731759/rock-bottom-aka-the-msg-traverse,2.5,-1,Boulder,V4,1,,37.72376,-119.64498
"High-Ball 5.11 Finger Crack","Olmsted High-Ball Cracks > Olmsted Point Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/109486969/high-ball-511-finger-crack,2.5,-1,"TR, Boulder","5.11 V1-2",1,25,37.81009,-119.48601
"Slab Right","Big Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119161419/slab-right,2.5,-1,Boulder,V0-,1,,37.85245,-119.44123
"After Thoughts","Coddingtown Boulder > Pennyroyal Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119398443/after-thoughts,2.5,-1,Boulder,V6,1,,37.84013,-119.44404
"High Voltage","Powerline Rock > Wawona > Southern Yosemite > Yosemite National Park > California",https://www.mountainproject.com/route/112905143/high-voltage,2.5,-1,Boulder,V2-,1,11,37.548,-119.64602
"Your Move","Buckwheat Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106203207/your-move,2.5,-1,Boulder,V5,1,6,37.73838,-119.5678
"The Gallery - Lower Lip Traverse","J.B.'s Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694753/the-gallery-lower-lip-traverse,2.5,-1,Boulder,V3,1,20,37.8742,-119.3456
Gak,"Crossroads Boulder > Bridalveil Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108573569/gak,2.1,-1,Boulder,V0-,1,,37.71699,-119.65233
"5.9 slab problem","Big Columbia Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112103995/59-slab-problem,2.1,-1,Boulder,V0,1,30,37.74172,-119.60355
"Knuckle Fucker","The Housekeeping Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117934745/knuckle-fucker,2.3,-1,Boulder,V4-5,1,,37.74049,-119.58002
Unnamed,"The Housekeeping Boulder > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119080610/unnamed,2.3,-1,Boulder,V3,1,12,37.74049,-119.58002
"Bottomless Lieback Corner","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086320/bottomless-lieback-corner,2.3,-1,Boulder,V0-,1,15,37.74486,-119.59996
"Little Traverse","Middle Little Boulder > Sentinel Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120856494/little-traverse,2.3,-1,Boulder,V3,1,40,37.73212,-119.60059
Unnamed,"Hidden Loaf > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119069220/unnamed,2.3,-1,Boulder,V3,1,12,37.74057,-119.58016
"Unnamed V3","Arizona Avenue Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113186158/unnamed-v3,2.3,-1,Boulder,V3,1,15,37.74256,-119.60324
"Joby Face","Lower Little Boulder > Sentinel Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120992416/joby-face,2.3,-1,Boulder,V0,1,12,37.73388,-119.60179
"Unnamed Slab","The Ahwahnee Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120856601/unnamed-slab,2.3,-1,Boulder,V-easy,1,20,37.74732,-119.57384
"Four Horsemen","Four Horsemen Boulder > Medlicott Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117771896/four-horsemen,2.2,-1,Boulder,V6,1,,37.86174,-119.42962
"Unnamed 9","Bridwell Boulder > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106438822/unnamed-9,1.9,-1,Boulder,V0-,1,,37.7441,-119.60068
"The Rummikub King","Bathroom Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123090004/the-rummikub-king,2.3,-1,Boulder,V2-3,1,,37.73654,-119.57119
Unnamed,"Pathway Boulders > Housekeeping > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119075082/unnamed,2.2,-1,Boulder,V0+,1,18,37.74048,-119.58002
"Problem J","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694737/problem-j,1.9,-1,Boulder,V0,1,10,37.87423,-119.34576
"Problem I","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694732/problem-i,1.8,-1,Boulder,V-easy,1,10,37.87423,-119.34576
"Problem D","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694693/problem-d,1.9,-1,Boulder,V0,1,10,37.87423,-119.34576
"Rail Runner","Pac Man Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108233439/rail-runner,2.0,-1,Boulder,V-easy,1,8,37.7364,-119.5705
"Excalibur Arete","Excalibur Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694838/excalibur-arete,2.0,-1,Boulder,V1,1,15,37.8744,-119.3456
"Problem A","Wave Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694770/problem-a,2.0,-1,Boulder,V1,1,10,37.8743,-119.3454
"Problem G","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694714/problem-g,2.0,-1,Boulder,V3,1,12,37.87423,-119.34576
"Problem F","Cracked Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694706/problem-f,2.0,-1,Boulder,V1,1,10,37.87423,-119.34576
"The Glass Pyramid downclimb","The Glass Pyramid > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109091230/the-glass-pyramid-downclimb,1.5,-1,Boulder,V-easy,1,15,37.7426,-119.60284
"Ian's Face","7th Boulder > Drug Dome Trees > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119056967/ians-face,2.0,-1,Boulder,V7,1,,37.86562,-119.42034
Klingon,"Kor Problem Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113075323/klingon,2.0,-1,Boulder,V5,1,,37.74287,-119.60284
"Unnamed Mantel","Ahwahnee Fin Boulder > Ahwahnee Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120856615/unnamed-mantel,2.0,-1,Boulder,V-easy,1,8,37.74725,-119.57482
Crack,"Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086272/crack,2.0,-1,Boulder,V0-,1,15,37.74486,-119.59996
"Forest Boulder #1","Forest Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/121135769/forest-boulder-1,2.0,-1,"Boulder, Alpine",V2,1,15,37.85238,-119.44111
Unnamed,"New Deli Boulder > Curry Village > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111328341/unnamed,2.0,-1,Boulder,V1,1,,37.73644,-119.57311
"Problem F","Wave Boulder > Puppy Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/107694801/problem-f,2.0,-1,Boulder,V2,1,10,37.8743,-119.3454
"The Hardest Problem at the Knobs","Eliminator Boulder > The Knobs > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/117555124/the-hardest-problem-at-the-knobs,1.8,-1,Boulder,V7,1,5,37.85273,-119.44141
"Cave Corner","Wine Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086685/cave-corner,2.0,-1,Boulder,V0-,1,12,37.74219,-119.60419
UFO,"Cocaine Corner Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121507792/ufo,2.0,-1,Boulder,V7,1,,37.74232,-119.60431
"Unnamed V0","Wine Boulder > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120575077/unnamed-v0,2.0,-1,Boulder,V0,1,15,37.74219,-119.60419
Pushover,"The Storybook Boulder > Candyland Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114374040/pushover,2.0,-1,Boulder,"V0 R",1,15,37.72224,-119.61343
"North Face Left","The Cube > Tenaya East Boulders > * Tuolumne Bouldering > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/119170013/north-face-left,2.0,-1,Boulder,V0-,1,,37.84011,-119.45082
"Unnamed Arete","Shiver Warmup Boulders > Camp 4 Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120096353/unnamed-arete,2.0,-1,Boulder,V3,1,10,37.74267,-119.60377
"Alcove Crack","Swan Slab Proper > Swan Slab Boulders > * Yosemite Valley Bouldering > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114086265/alcove-crack,2.0,-1,Boulder,V0-,1,15,37.74486,-119.59996
